"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Streptomyces subrutilus",6,3086,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","subrutilus"
"Streptomyces tendae",6,2251,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","tendae"
"Streptomyces tirandamycinicus",6,2467,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","tirandamycinicus"
"Streptomyces tsukubensis",6,4991,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","tsukubensis"
"Streptomyces tuirus",6,1993,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","tuirus"
"Streptomyces venezuelae",6,20712,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","venezuelae"
"Streptomyces vietnamensis",6,3383,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","vietnamensis"
"Streptomyces vinaceus",6,4506,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","vinaceus"
"Streptomyces violaceoruber",3,419,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","violaceoruber"
"Streptomyces violaceusniger",6,1845,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","violaceusniger"
"Streptomyces viridosporus",6,2235,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","viridosporus"
"Streptomyces xanthii",6,3587,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","xanthii"
"Streptomyces xiamenensis",6,1238,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","xiamenensis"
"Streptomyces xinghaiensis",6,3255,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","xinghaiensis"
"Streptomyces yatensis",6,1591,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","yatensis"
"Yinghuangia sp. ASG 101",6,4605,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Yinghuangia","sp. ASG 101"
"Nocardiopsis alba",6,1848,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","alba"
"Nocardiopsis dassonvillei",6,2407,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","dassonvillei"
"Nocardiopsis gilva",6,3062,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","gilva"
"Nocardiopsis sp. HDS12",6,1609,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","sp. HDS12"
"Nocardiopsis sp. MT53",6,3363,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","sp. MT53"
"Spiractinospora alimapuensis",6,2075,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Spiractinospora","alimapuensis"
"Streptomonospora litoralis",6,3143,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Streptomonospora","litoralis"
"Thermobifida fusca",6,1556,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Thermobifida","fusca"
"Nonomuraea coxensis",6,7660,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","coxensis"
"Nonomuraea gerenzanensis",6,7730,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","gerenzanensis"
"Nonomuraea nitratireducens",6,7579,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","nitratireducens"
"Nonomuraea sp. ATCC 55076",6,7954,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","sp. ATCC 55076"
"Streptosporangium roseum",6,8815,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Streptosporangium","roseum"
"Streptosporangium sp. 'caverna'",6,14601,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Streptosporangium","sp. 'caverna'"
"Thermobispora bispora",6,4711,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Thermobispora","bispora"
"Actinomadura graeca",6,5765,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinomadura","graeca"
"Actinomadura sp. NAK00032",6,7137,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinomadura","sp. NAK00032"
"Actinomadura sp. WMMA1423",6,6966,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinomadura","sp. WMMA1423"
"Actinomadura sp. WMMB 499",6,6237,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinomadura","sp. WMMB 499"
"Actinomadura verrucosospora",6,8084,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinomadura","verrucosospora"
"Thermomonospora amylolytica",6,7080,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Thermomonospora","amylolytica"
"Thermomonospora curvata",6,4388,"Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Thermomonospora","curvata"
"Atopobium sp. oral taxon 416",2,57,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","sp. oral taxon 416"
"Olsenella sp. oral taxon 807",5,207,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","sp. oral taxon 807"
"Olsenella timonensis",6,786,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","timonensis"
"Olsenella uli",6,366,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","uli"
"Parafannyhessea umbonata",6,791,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parafannyhessea","umbonata"
"Parolsenella catena",6,504,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella","catena"
"Parolsenella massiliensis",6,454,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella","massiliensis"
"Thermophilibacter immobilis",6,637,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Thermophilibacter","immobilis"
"Collinsella aerofaciens",6,964,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"Collinsella stercoris",6,446,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","stercoris"
"Coriobacterium glomerans",6,265,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacterium","glomerans"
"Adlercreutzia equolifaciens",6,574,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","equolifaciens"
"Adlercreutzia hattorii",3,234,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","hattorii"
"Arabiibacter massiliensis",6,638,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Arabiibacter","massiliensis"
"Berryella intestinalis",6,1353,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Berryella","intestinalis"
"Denitrobacterium detoxificans",5,297,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Denitrobacterium","detoxificans"
"Eggerthella guodeyinii",6,697,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","guodeyinii"
"Eggerthella lenta",6,830,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","lenta"
"Eggerthella sp. YY7918",5,221,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","sp. YY7918"
"Gordonibacter pamelaeae",6,679,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter","pamelaeae"
"Gordonibacter urolithinfaciens",6,427,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter","urolithinfaciens"
"Slackia heliotrinireducens",6,216,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","heliotrinireducens"
"Egibacter rhizosphaerae",6,3046,"Bacteria","Actinobacteria","Nitriliruptoria","Egibacterales","Egibacteraceae","Egibacter","rhizosphaerae"
"Egicoccus halophilus",6,2806,"Bacteria","Actinobacteria","Nitriliruptoria","Egicoccales","Egicoccaceae","Egicoccus","halophilus"
"Euzebya pacifica",6,2629,"Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae","Euzebya","pacifica"
"Baekduia soli",6,38199,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Baekduiaceae","Baekduia","soli"
"Rubrobacter indicoceani",6,713,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","indicoceani"
"Rubrobacter marinus",6,3104,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","marinus"
"Rubrobacter radiotolerans",6,1497,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","radiotolerans"
"Rubrobacter tropicus",6,3025,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","tropicus"
"Rubrobacter xylanophilus",6,4350,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","xylanophilus"
"Miltoncostaea marina",6,16289,"Bacteria","Actinobacteria","Thermoleophilia","Miltoncostaeales","Miltoncostaeaceae","Miltoncostaea","marina"
"Miltoncostaea oceani",6,15272,"Bacteria","Actinobacteria","Thermoleophilia","Miltoncostaeales","Miltoncostaeaceae","Miltoncostaea","oceani"
"Conexibacter sp. SYSU D00693",6,43862,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter","sp. SYSU D00693"
"Conexibacter woesei",6,54947,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter","woesei"
"Thermocrinis minervae",2,62,"Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Thermocrinis","minervae"
"Persephonella marina",1,22,"Bacteria","Aquificae","Aquificae","Aquificales","Hydrogenothermaceae","Persephonella","marina"
"Sulfurihydrogenibium azorense",1,24,"Bacteria","Aquificae","Aquificae","Aquificales","Hydrogenothermaceae","Sulfurihydrogenibium","azorense"
"Chthonomonas calidirosea",4,123,"Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","calidirosea"
"Fimbriimonas ginsengisoli",6,832,"Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas","ginsengisoli"
"Sodaliphilus pleomorphus",5,419,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","pleomorphus"
"Paludibacter propionicigenes",1,21,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","propionicigenes"
"Porphyromonas sp. oral taxon 275",3,119,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","sp. oral taxon 275"
"Prevotella dentalis",4,168,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","dentalis"
"Prevotella melaninogenica",1,38,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","melaninogenica"
"Alistipes communis",6,944,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","communis"
"Alistipes dispar",6,308,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","dispar"
"Alistipes finegoldii",2,116,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii"
"Alistipes indistinctus",5,228,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus"
"Alistipes megaguti",6,209,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","megaguti"
"Alistipes onderdonkii",6,297,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","onderdonkii"
"Alistipes senegalensis",6,284,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","senegalensis"
"Alistipes shahii",4,245,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","shahii"
"Alistipes sp. dk3624",5,273,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","sp. dk3624"
"Tannerella serpentiformis",4,140,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella","serpentiformis"
"Draconibacterium orientale",2,66,"Bacteria","Bacteroidetes","Bacteroidia","Marinilabiliales","Prolixibacteraceae","Draconibacterium","orientale"
"Arachidicoccus ginsenosidivorans",6,215,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Arachidicoccus","ginsenosidivorans"
"Arachidicoccus soli",4,231,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Arachidicoccus","soli"
"Arachidicoccus sp. 5GH13-10",5,186,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Arachidicoccus","sp. 5GH13-10"
"Arachidicoccus sp. B3-10",4,141,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Arachidicoccus","sp. B3-10"
"Arachidicoccus sp. BS20",6,613,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Arachidicoccus","sp. BS20"
"Chitinophaga agri",6,322,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga","agri"
"Chitinophaga alhagiae",4,122,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga","alhagiae"
"Chitinophaga caeni",4,184,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga","caeni"
"Chitinophaga oryzae",6,325,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga","oryzae"
"Chitinophaga pinensis",6,327,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga","pinensis"
"Chitinophaga sp. KRA15-503",6,496,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga","sp. KRA15-503"
"Chitinophaga sp. XS-30",6,464,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga","sp. XS-30"
"Ferruginibacter lapsinanis",6,1135,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Ferruginibacter","lapsinanis"
"Ferruginibacter sp. KIS38-8",6,969,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Ferruginibacter","sp. KIS38-8"
"Filimonas lacunae",6,560,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Filimonas","lacunae"
"Flavihumibacter sp. IMCC34837",6,1025,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter","sp. IMCC34837"
"Flavihumibacter sp. IMCC34838",6,513,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter","sp. IMCC34838"
"Flavisolibacter ginsenosidimutans",6,739,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavisolibacter","ginsenosidimutans"
"Flavisolibacter tropicus",6,634,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavisolibacter","tropicus"
"Lacibacter sp. S13-6-6",6,2048,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Lacibacter","sp. S13-6-6"
"Niabella ginsenosidivorans",6,541,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Niabella","ginsenosidivorans"
"Niabella soli",6,615,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Niabella","soli"
"Niastella koreensis",6,3254,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Niastella","koreensis"
"Panacibacter ginsenosidivorans",6,4120,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Panacibacter","ginsenosidivorans"
"Paraflavitalea soli",6,1122,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Paraflavitalea","soli"
"Phnomibacter ginsenosidimutans",6,558,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Phnomibacter","ginsenosidimutans"
"Pseudobacter ginsenosidimutans",6,743,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Pseudobacter","ginsenosidimutans"
"Pseudocnuella soli",6,639,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Pseudocnuella","soli"
"Bernardetia litoralis",1,23,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Bernardetiaceae","Bernardetia","litoralis"
"Algoriphagus machipongonensis",1,26,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","machipongonensis"
"Algoriphagus sp. NBT04N3",1,36,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","sp. NBT04N3"
"Algoriphagus sp. Y33",2,58,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","sp. Y33"
"Aquiflexum balticum",2,71,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Aquiflexum","balticum"
"Belliella baltica",1,41,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Belliella","baltica"
"Echinicola strongylocentroti",1,27,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola","strongylocentroti"
"Aquirufa nivalisilvae",1,27,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Aquirufa","nivalisilvae"
"Cytophaga hutchinsonii",4,306,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga","hutchinsonii"
"Rhodocytophaga rosea",5,271,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga","rosea"
